cpart	regn	line	01.01.2012	01.02.2012	01.03.2012	01.04.2012	01.05.2012	01.06.2012	01.07.2012	01.08.2012	01.09.2012	01.10.2012	01.11.2012	01.12.2012	01.01.2013	01.02.2013	01.03.2013	01.04.2013	01.05.2013	01.06.2013	01.07.2013	01.08.2013	01.09.2013	01.10.2013	01.11.2013	01.12.2013	01.01.2014	01.02.2014	01.03.2014	01.04.2014	01.05.2014	01.06.2014	01.07.2014	01.08.2014	01.09.2014	01.10.2014	01.11.2014	01.12.2014	01.01.2015	01.02.2015
iv	354	500	55856967	41759122	86210082	77508772	72644886	90003404	64540474	78768690	67700106	60103805	34311781	39796795	-10504399	30516579	67563911	50735131	18091764	44695408	-13147829	-7317734	-19224291	-14619147	-60089830	-69230663	-15536318	16511771	15253575	8985809	30797149	81760213	82413240	117680079	47187820	-23999482	14466406	-304599	87347	-19334636
iv	354	100000	897239351	932949690	878371582	872931154	814405262	956812059	930699775	1078116496	1007567376	978293337	998963879	1055660582	948495779	1077505151	1082008773	1344778230	1318396861	1332002767	1269984171	1292169883	1220814236	1278946337	1225077847	1342324378	1434707481	1539515591	1648256802	1655545585	1613475286	1629631899	1487042068	1602389977	1567197486	1654388648	1870461205	2028426079	2284507974	2721527684
iv	354	101000	4428984	10402638	10160729	8108217	5464205	4644719	5667061	5153052	6845374	5963043	6687290	6126147	5540957	6123649	6501533	6430829	6368589	7290144	6648535	6995740	6696758	7375320	7006559	7953973	8516724	8954329	9573218	65975977	68304997	65063061	63714312	65706991	67089452	65777195	72676237	84531317	123226710	153058117
iv	354	101100	3833220	9635442	9326037	7102364	4640554	3956911	4533866	3966496	4500215	4526608	4697008	4946442	4678544	4591590	5146301	4866071	5020415	4940995	5226535	5228025	5695381	5546936	5992762	7363466	6409390	7872184	7995920	64747839	67140044	63654280	61430541	62287514	62030929	64821683	70541754	82569974	119847262	143286819
iv	354	101900	595764	767196	834692	1005853	823651	687808	1133195	1186556	2345159	1436435	1990282	1179705	862413	1532059	1355232	1564758	1348174	2349149	1422000	1767715	1001377	1828384	1013797	590507	2107334	1082145	1577298	1228138	1164953	1408781	2283771	3419477	5058523	955512	2134483	1961343	3379448	9771298
iv	354	102000	0	0	0	0	0	0	0	11854198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1552814	0	0	0	0	248244770	0	0	0	0	0	0	0	0	939404	0
iv	354	103000	107602628	66738497	68340796	53048403	17732100	36726674	74614463	171255830	119816548	145086479	149940175	166616038	91992754	161069074	98253032	190758402	120518922	156934691	111265273	129506295	97701981	103262655	71804967	117217257	135251503	137923677	181358545	118610840	146452878	188764733	151987274	72829911	70155380	89343398	71752001	83532472	80315271	95693836
iv	354	103100	242201	29868	11584	11316	1132169	40683	12058	19913837	13381	2259259	8505	16093104	8764002	8660481	8552685	9927270	10200914	10241293	11001669	81719	76866	67480	64382	67322	66281	86978	108113	88353	103351	656341	101050	91052	89878	121892	655225	195203	702209	603549
iv	354	103200	107360427	66708629	68329212	53037087	16599931	36685991	74602405	151341993	119803167	142827220	149931670	150522934	83228752	152408593	89700347	180831132	110318008	146693398	100263604	129424576	97625115	103195175	71740585	117149935	135185222	137836699	181250432	118522487	146349527	188108392	151886224	72738859	70065502	89221506	71096776	83337269	79613062	95090287
iv	354	104000	109386973	103428154	99166994	121672514	97641770	134446038	136378611	129655942	135003641	131190608	116700501	132347773	130197870	129703975	129596424	169260103	209488354	216107067	227180689	194677635	230300345	216665073	207442203	209118403	219976775	211053185	215781999	210062602	212678366	207515508	177697641	183709565	168425840	178604166	187617198	185300075	212082049	257236565
iv	354	104100	96400808	91160466	87355701	88592181	85713770	101497307	103007007	96382421	100615714	91587575	74937486	74128905	72624447	72130176	70801777	116766377	148037050	148821770	153569731	139962452	151875407	150324085	147160863	151078084	159257951	149897711	152894789	152698404	147473954	161780184	132737957	137212534	120800407	138250583	142280534	166228848	191793564	232898029
iv	354	104200	4606530	4249424	4032500	4078485	4062520	4949259	4910548	5685264	4752032	4806390	5066014	4711468	4805437	5201699	5806709	5962747	8791760	14129808	14629160	14343117	15919767	14546122	14589661	15311238	19056619	19005951	19720866	14566446	12390077	11976836	11411116	12125855	12271881	13260513	15690051	14639356	15229483	18476772
iv	354	104300	0	0	0	21136260	0	19731195	20097109	19450523	19785832	25220581	26957796	43910662	43284140	43083565	43625155	37160481	43126131	43664788	49086254	30026669	52050067	40607993	34570308	31255414	30300700	29985642	30728252	30481831	30552376	12823050	12439033	12166426	12601007	3447235	3805061	4431871	5059002	5861764
iv	354	104400	8379635	8018264	7778793	7865588	7865480	8268277	8363947	8137734	9850063	9576062	9739205	9596738	9483846	9288535	9362783	9370498	9533413	9490701	9895544	10345397	10455104	11186873	11121371	11473667	11361505	12163881	12438092	12315921	22261959	20935438	21109535	22204750	22752545	23645835	25841552	0	0	0
iv	354	105000	4460	4278	4165	4192	8275	8603	8786	8410	8617	8500	8657	8549	8554	8614	8514	8463	8683	8710	9083	9272	9358	9281	9368	9608	9562	10226	10492	10430	10526	10050	9744	10184	10340	10621	11617	0	0	0
iv	354	106000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	107000	661803747	741383388	688848901	679122275	681954355	766894627	700142526	708963367	715864265	659870069	688806413	715252150	698258491	750793943	818448516	920306592	952701456	927516285	908246487	926613545	856921032	929344232	915378839	989207174	1019436858	1151268605	1204480642	953059075	951024263	943872895	944804767	991208732	1077527390	1105170827	1229259131	1379594798	1476513916	1777548538
iv	354	107100	656449460	736579122	683814809	674164404	676917522	758830225	691198502	699308321	705746745	649989564	678747014	705514890	688834112	740330485	808595182	909811973	942959513	917911113	898358771	916397110	846980537	920474132	906881114	981230486	1011328562	1142463355	1196622394	945815470	943776777	936682408	938371694	984471756	1070183867	1098174444	1221284623	1370163631	1465987542	1764856956
iv	354	107110	416596372	423584772	408142750	406507564	479387952	534051356	540092832	546560249	566136583	549365737	552406197	515212492	587797482	581897920	605339756	622654930	679195178	693789977	720971897	694096779	707985110	729181347	756089075	748301546	813030485	868995033	883055210	870130508	845563641	851932373	813869717	879163856	914141268	926969127	1030260909	1147437683	1269541301	1539152326
iv	354	107120	8509420	7875219	7366876	7279541	7210283	4588119	4636848	4592489	4545522	4179870	4074575	3909136	3686848	3542985	3549887	3676016	3647133	3778032	3541299	3345577	3329481	3173384	3081011	3674211	3156844	3291041	3768190	3091410	2997189	2783466	2585262	2692043	2681984	2797389	3109008	3344533	3633106	4373585
iv	354	107130	225711368	299778857	263181145	255313196	185557896	215521509	142170658	143999134	131060832	92936334	119381080	183258957	94181096	151758213	196910662	280805236	257394723	217635210	171010940	215923877	132606932	185044411	129082594	209992852	181691841	255735241	294995878	58796392	65551152	52515650	64606765	41819598	38200290	47853187	55563916	69480682	46938862	48902343
iv	354	107140	5632300	5340274	5124038	5064103	4761391	4669241	4298164	4156449	4003808	3507623	2885162	3134305	3168686	3131367	2794877	2675791	2722479	2707894	2834635	3030877	3059014	3074990	18628434	19261877	13449392	14442040	14803116	13797160	29664795	29450919	57309950	60796259	115160325	120554741	132350790	149900733	145874273	172428702
iv	354	107900	5354287	4804266	5034092	4957871	5036833	8064402	8944024	9655046	10117520	9880505	10059399	9737260	9424379	10463458	9853334	10494619	9741943	9605172	9887716	10216435	9940495	8870100	8497725	7976688	8108296	8805250	7858248	7243605	7247486	7190487	6433073	6736976	7343523	6996383	7974508	9431167	10526374	12691582
iv	354	108000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	109000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	109100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	109900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	198000	38223	16791	27493	23928	0	22649	16474	0	28075	10036	25089	22296	17819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1251173	104337	15744458	122078	0	290322	3432707	63474	69440	42577
iv	354	199000	13974336	10975944	11822504	10951625	11604557	14068749	13871854	51225697	30000856	36164602	36795754	35287629	22479334	29805896	29200754	58013841	29310857	24145870	16634104	34367396	29184762	22289776	21883097	18817963	51516059	30305569	37051906	59581891	233753083	224301315	133083872	288802516	183989084	215192119	305712314	295403943	391361184	437948051
iv	354	200000	841382384	891190568	792161500	795422382	741760376	866808655	866159301	999347806	939867270	918189532	964652098	1015863787	959000178	1046988572	1014444862	1294043099	1300305097	1287307359	1283132000	1299487617	1240038527	1293565484	1285167677	1411555041	1450243799	1523003820	1633003227	1646559776	1582678137	1547871686	1404628828	1484709898	1520009666	1678388130	1855994799	2028730678	2284420627	2740862320
iv	354	201000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	201100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	201110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	201120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	201130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	201200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	201210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	201220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	201900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	202000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4617690	110366286	328
iv	354	203000	4988341	4403708	3024749	5288686	3370135	3488445	3024799	14292581	6330222	5256312	6772437	21551541	5242633	5975916	10735089	14064631	7672262	9338730	14229276	9743498	8546892	8529549	8534691	12853398	12895890	16631793	15012264	9917194	4424253	5149592	10935381	5795212	7852207	9535318	5529600	6412731	6578513	22001478
iv	354	203100	3272199	2913610	2948568	2835708	3276214	3353902	2940881	3431754	3745674	2725445	3772628	3229081	2805865	3251940	3529553	3967116	3759868	4609127	3161384	5302704	3795871	4074959	3802322	4657224	7522875	8186166	7396019	7998694	2074245	1410585	1855326	2457350	1891671	1771653	2347923	2920446	2832970	6918486
iv	354	203200	1716142	1490098	76181	2452978	93921	134543	83918	10860827	2584548	2530867	2999809	18322460	2436768	2708108	4901292	9995942	3890684	4709833	10654658	4340373	4747898	4411319	4718788	5519647	5355033	8397146	5286747	1816177	2300745	2118230	2151930	2573421	5157668	2365588	3013632	3303319	3685190	5540234
iv	354	203900	0	0	0	0	0	0	0	0	0	0	0	0	0	15868	2304244	101573	21710	19770	413234	100421	3123	43271	13581	2676527	17982	48481	2329498	102323	49263	1620777	6928125	764441	802868	5398077	168045	188966	60353	9542758
iv	354	204000	201694284	219779854	94451232	98941659	101668265	95101068	105048919	114584621	113298018	108816881	117419872	124577668	145098850	117815240	119710312	128274029	141855712	140992966	151644947	176943479	159132654	156518638	150870276	172081650	175775756	186138044	202506887	199889347	198402656	181956879	185967912	194317871	159091162	168710706	190487855	215829241	243215973	295127483
iv	354	205000	580361660	614199149	565295149	577041451	515633226	650138328	618517184	734604811	660352250	662572068	696413671	730915294	677817662	784201695	755220152	1017705284	1018645996	992178050	951376521	987876433	946022034	1028075725	1026524234	1122367326	1149295772	1223779414	1313903438	1355944651	1298283492	1291898114	1158745559	1219131803	1283783027	1422250353	1582427783	1714226344	1831352923	2332420410
iv	354	205100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	205200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408
iv	354	205300	140506652	213984253	197350231	205923193	142289136	221747060	170168119	221848640	121442805	138474804	134786165	178461849	131629673	218129011	173460663	286853826	298732778	295668531	254961279	263852621	208686233	227658878	142574176	189889323	169200101	201551133	298749425	349026997	305152303	321302621	228112500	198695161	225931746	282313504	337939954	313871471	410972494	608037493
iv	354	205400	46029	617448	796386	556630	1974556	967722	880107	366366	333358	1604411	310591	406537	701244	36604212	35976322	36506838	36065442	36248289	40174277	37711208	39468447	38266150	38993842	39556663	39377901	39333678	36990057	34583627	36685746	32371567	28651016	30311402	30819366	30646169	35521099	39961746	45077437	50434707
iv	354	205500	384667995	345683091	313547947	313699810	314416348	365336076	383006115	446596385	470638605	456615621	492931172	484732068	473277477	456045243	478996161	617294934	603851582	579177374	571405516	588527925	598896511	663502314	745083949	789536305	820069925	857705120	845401204	852777315	831433012	823043307	781077396	871920601	903254139	972058566	1057411079	1180706831	1136753582	1391495106
iv	354	205510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34525400	0	0
iv	354	205520	81441974	76809337	73231527	74187448	74169311	114560127	115852202	146189224	147010661	141120357	175339644	172809644	169317956	167228655	172812232	175108681	176161353	177857256	169888013	184291485	188376459	207920680	251306572	259622583	257366324	276700566	297472356	321539559	322217283	312109374	302416662	367853891	378199671	398156194	437367247	495418881	503324069	609373940
iv	354	205530	303226021	268873754	240316420	239512362	240247037	250775949	267153913	300407161	323627944	315495264	317591528	311922424	303959521	288816588	306183929	442186253	427690229	401320118	401517503	404236440	410520052	455581634	493777377	529913722	562703601	581004554	547928848	531237756	509215729	510933933	478660734	504066710	525054468	573902372	620043832	650762550	633429513	782121166
iv	354	205600	53173475	51743036	51313139	54696620	54783410	59917274	62250352	63415612	65419567	63322671	65953183	64840743	69902122	71098122	64524617	74773518	77646369	78697228	82731336	95283670	96266656	96178411	97309520	101230059	118606054	122917147	130203944	116931548	122375223	112664369	118338749	115550693	121113454	134630939	148643114	176425661	235018821	278054531
iv	354	205700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	205900	1967509	2171321	2287446	2165198	2169776	2170196	2212491	2377808	2517915	2554561	2432560	2474097	2307146	2325107	2262389	2276168	2349825	2386628	2104113	2501009	2704187	2469972	2562747	2154976	2041791	2272336	2558808	2625164	2637208	2516250	2565898	2653946	2664322	2601175	2912537	3260635	3530589	4398165
iv	354	206000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	207000	45614251	43022811	118945802	103209821	83197583	77097791	101348867	96805092	119353753	98402308	100214858	96236166	87737733	109821794	110602817	115232279	115904764	127874412	150673515	108529978	107980457	81022024	80328645	83337451	95654972	76076863	79393763	62031232	62245793	48697507	29255256	42881096	44235566	47849137	52686373	60501558	68827228	60183785
iv	354	208000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	209000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	209100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	209200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	209300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	209400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	209500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	209600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	209700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	209800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	209900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	354	298000	0	0	0	0	26047	0	0	1132	0	0	0	0	0	318960	46177	398915	89384	205551	172931	121978	429654	350074	102096	794430	234048	647996	23942	82706	0	0	0	0	24539	0	0	0	0	0
iv	354	299000	8723848	9785046	10444568	10940765	37865120	40983023	38219532	39059569	40533027	43141963	43831260	42583118	43103300	28854967	18130315	18367961	16136979	16717650	15034810	16272251	17926836	19069474	18807735	20120786	16387361	19729710	22162933	18694646	19321943	20169594	19724720	22583916	25023165	30042616	24863188	27143114	24079704	31128836
iv	354	307101	2930493	2793458	3180679	2722785	2712540	2884393	2941364	2837826	2888125	2818396	2917775	2802494	2785978	2785403	2784676	2793873	2851192	2866313	2979218	3025012	1041610	1024916	1028488	1066270	1043529	1125747	1151964	1133570	1136195	4599325	1090282	1180687	6420309	1301332	1574493	3084618	7217954	3236058
iv	354	307112	2684109	2562084	2960244	2500595	2489933	2634624	2683008	2586701	2633839	2575761	2624128	2506919	2493391	2499104	2490105	2488982	2540081	2553117	2657425	2702169	686182	667560	661702	685030	675487	727406	744026	736535	736766	716888	694091	737359	762219	812887	895600	1017941	1891711	2377844
iv	354	307122	233883	231374	220435	222190	222607	249592	258356	251125	254286	242635	293647	295575	292587	286299	294571	304891	311111	313196	321793	322843	355428	357356	366786	381240	368042	398341	407938	397035	399429	408917	396191	419185	432360	470770	513331	587017	687219	847321
iv	354	307132	12501	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3473520	0	24143	5225730	17675	165562	1479660	4639024	10893












































































iv	1000	500	41234419	98600333	78369869	-17463482	-45808208	-150685214	-63463481	-33040422	-53591491	-173000928	-231567754	-260528487	-488822431	-409976958	-336643210	-448371477	-499983098	-363444729	-358512871	-388973052	-426734971	-266578485	-382188210	-291053404	-151073351	-227513087	-237092039	-240793087	8481102	-46221265	-68596631	-11627469	-5413623	-52898119	-128324915	-284505681	-124456697	-403424794
iv	1000	100000	1413555907	1400663484	1290647056	1246053000	1320242146	1353946272	1374146728	1356557661	1433347933	1389695581	1449993138	1424148739	1239615135	1253182013	1375287386	1291600801	1385635982	1525287724	1628007547	1527591466	1552869207	1597850913	1487741672	1692322787	1752050354	2196138198	2157569113	1970071203	2287181241	2114464459	2032801940	2090996247	2103613339	2130818804	2288181419	2476756074	2975105060	3547084699
iv	1000	101000	20934561	27070680	30448178	19040496	23078877	17339509	25863763	29237566	40526219	56631780	46603101	45408393	36421689	30151739	27559715	27175729	24413116	24862870	28818785	34391324	35275569	39215298	47710114	46370540	37237271	47152542	46253115	71038075	36424096	36022255	33329863	40580395	41415522	37176589	42673270	51322950	96868891	97290616
iv	1000	101100	2670948	2402071	2137431	2350994	2516685	2266561	2464449	2839917	2300108	2295638	3009615	2326409	2742146	2485655	2700278	3378673	4087333	3613198	4229799	2846854	2645215	2646333	3133420	3447095	3753124	5341642	3673922	27692193	21995929	19248534	16732986	19029485	17347047	18035235	11494226	13674865	58958824	48969836
iv	1000	101900	18263613	24668609	28310747	16689502	20562192	15072948	23399314	26397649	38226111	54336142	43593486	43081984	33679543	27666084	24859437	23797056	20325783	21249672	24588986	31544470	32630354	36568965	44576694	42923445	33484147	41810900	42579193	43345882	14428167	16773721	16596877	21550910	24068475	19141354	31179044	37648085	37910067	48320780
iv	1000	102000	8903	9290	87371	5205	5203	3883	8128	5397	8749	6757	8439	33582	15497	3321630	17052	11662	13562	12363	7491	9745	13114	11975	19234	10783	12501	65544	932291	13616	13750	364487	12552	20876	2026570	3955304	5513168	5403167	10308284	119468
iv	1000	103000	28026208	74357404	42676865	47377728	66510724	37207393	80354467	69545486	110299134	171543741	273295225	234015433	158690627	206966174	277806731	245856656	161122163	251078219	309112661	114202747	39975007	45031928	16389267	20650220	20188450	31569385	42002533	85220805	108045363	63250327	57161993	58517398	51092044	53882048	48010061	53338119	160368332	108846585
iv	1000	103100	129175	97750	82302	646200	710544	124188	125552	113407	115758	110773	175236	272936	118582	812498	103183	2149130	149960	376482	125629	1415697	97518	94433	112088	115812	111030	128314	138795	10829446	10849457	10584311	10217276	11230830	12596878	13342432	13614109	15517564	21378456	2607067
iv	1000	103200	27897033	74259654	42594563	46731528	65800180	37083205	80228915	69432079	110183376	171432968	273119989	233742497	158572045	206153676	277703548	243707526	160972203	250701737	308987032	112787050	39877489	44937495	16277179	20534408	20077420	31441071	41863738	74391359	97195906	52666016	46944717	47286568	38495166	40539616	34395952	37820555	138989876	106239518
iv	1000	104000	164971229	152729023	140507508	139730046	139485238	158839770	160970600	160583103	189989211	222322660	207172910	211849288	206079186	203496623	207326426	209574698	219299892	221731492	193954567	192828608	198091853	196008962	158930107	161789753	149306534	172030701	174000401	178732735	178904980	170526659	153267319	161696654	164761059	175735071	198475940	294067337	327235914	358489533
iv	1000	104100	83508320	75638605	67817315	66099096	66516841	73276365	73971180	75633242	104536151	140195802	124495029	133016225	128701761	127268577	130376337	131872187	140475434	141963229	111284356	109479483	110928896	110449966	74079545	74335296	63113501	80244863	83334712	90019224	90495274	90123559	75275500	79506315	83911407	89390618	104049918	246587121	276523201	297331588
iv	1000	104200	38750586	36636561	33805098	34489852	33749865	42999990	43884590	42968710	43222328	41073605	41396715	38105793	37165734	36505966	36714492	37207199	37820092	37926271	39347806	39621038	42139004	41754418	40651484	41921026	41329273	44412026	45542441	45036431	45247431	39040158	37984605	40269383	39468421	41753299	45688976	47480216	50712713	61157945
iv	1000	104300	19922	18789	17914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1000	104400	42692401	40435068	38867181	39141098	39218532	42563415	43114830	41981151	42230732	41053253	41281166	40727270	40211691	39722080	40235597	40495312	41004366	41841992	43322405	43728087	45023953	43804578	44199078	45533431	44863760	47373812	45123248	43677080	43162275	41362942	40007214	41920956	41381231	44591154	48737046	0	0	0
iv	1000	105000	2851464	2691493	2568806	2597457	2628575	2890254	2934407	2864610	2877237	2783478	2813249	2771795	2714274	2686307	2734405	2764618	2791029	2819616	2920721	2939420	2971082	2893662	2871330	2970916	2931121	3155130	3227806	3196089	3198789	3109001	3010367	3194994	3299314	3511256	3866995	0	0	0
iv	1000	106000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1000	107000	1143939478	1091224109	1019363527	988491046	1039080171	1080812226	1044808722	1041451399	1033045142	885975094	875420947	887208393	788232448	760837699	814023926	762017617	923759262	969937410	1038591330	1130110630	1222930636	1262634741	1211930047	1406485767	1488366802	1878229570	1824580650	1503569724	1903814519	1784054269	1602119649	1738063272	1738919795	1745644687	1919100522	1969354785	2258038832	2769012656
iv	1000	107100	1143939478	1091224109	1019363527	988491046	1039080171	1080812226	1044808722	1041451399	1033045142	885975094	875420947	887208393	788232448	760650966	813041598	760994084	922725103	968957820	1037396761	1128706240	1221389835	1261004112	1210218777	1404715400	1486603132	1876321149	1822618700	1501346054	1899243172	1779642152	1599709647	1735535149	1736357369	1742994848	1916199302	1966190324	2250631483	2764590533
iv	1000	107110	572733057	542196518	505841967	480229474	478937345	469588510	410712567	390425377	383533201	348072052	327009300	332443027	254610979	250432807	217221548	214390589	313513239	318462635	323014430	357203424	361752254	353463790	306521282	280877596	316697555	312703042	326580895	343784721	491982970	472357759	501771660	484060949	498224628	440956917	458360438	498799508	550251040	678243847
iv	1000	107120	51074	43445	41150	40632	40144	44104	44593	42764	42694	41077	40845	38968	37730	36677	35843	35933	36345	37138	38127	38725	37354	36729	39598	37196	36948	38874	39706	39400	39178	35653	33730	35220	35866	32949	36386	40649	45622	50869
iv	1000	107130	541668902	521157586	486900132	481312184	528045944	571154863	593416421	589648349	587592344	478204938	482480908	494878535	472546066	449706922	539631077	490095990	548080935	590034096	657525060	713744978	788249989	833832040	833304608	1058525123	1119017374	1502924169	1430106003	1099615571	1332897607	1241601267	1041835367	1182283823	1182401727	1207766757	1093209722	935740488	1225918398	1575497957
iv	1000	107140	29486445	27826560	26580278	26908756	32056738	40024749	40635141	61334909	61876903	59657027	65889894	59847863	61037673	60474560	56153130	56471572	61094584	60423951	56819144	57719113	71350238	73671553	70353289	65275485	50851255	60655064	65892096	57906362	74323417	65647473	56068890	69155157	55695148	94238225	364592756	531609679	474416423	510797860
iv	1000	107900	0	0	0	0	0	0	0	0	0	0	0	0	0	186733	982328	1023533	1034159	979590	1194569	1404390	1540801	1630629	1711270	1770367	1763670	1908421	1961950	2223670	4571347	4412117	2410002	2528123	2562426	2649839	2901220	3164461	7407349	4422123
iv	1000	108000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1000	109000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1000	109100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1000	109900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1000	198000	0	0	418280	0	0	0	0	41361	3571	0	0	0	0	1751942	924280	1136877	62448	1223862	1172540	1261418	2052603	1388226	883829	0	0	1926659	1487326	35667940	1447233	2141001	1374985	10624977	4095558	658835	2076025	1489796	10762914	3016633
