cpart	regn	line	01.01.2012	01.02.2012	01.03.2012	01.04.2012	01.05.2012	01.06.2012	01.07.2012	01.08.2012	01.09.2012	01.10.2012	01.11.2012	01.12.2012	01.01.2013	01.02.2013	01.03.2013	01.04.2013	01.05.2013	01.06.2013	01.07.2013	01.08.2013	01.09.2013	01.10.2013	01.11.2013	01.12.2013	01.01.2014	01.02.2014	01.03.2014	01.04.2014	01.05.2014	01.06.2014	01.07.2014	01.08.2014	01.09.2014	01.10.2014	01.11.2014	01.12.2014	01.01.2015	01.02.2015
iv	2748	299000	3652019	3472526	3646551	3496131	4184924	3398061	3751517	4131850	3464090	2963482	3196983	2383968	2769127	2579808	2929706	2642612	3063369	2760248	3095702	2970643	3349989	2637746	2551052	2326780	2680051	3134057	3546618	2462835	2827858	2082407	2216457	2800549	2519292	1897834	2205780	1833370	3558033	3215445
iv	2748	307101	20546799	19689763	25690741	41358028	44673838	49692943	50688923	49852293	50492772	49542594	50809779	50523958	49760673	49158168	47572434	48110553	48453638	49016304	50838293	48400508	48895677	47620469	47505278	49162052	42121535	45180303	45593620	45151832	44854298	44103664	44083094	47480824	48285566	50038860	55412230	66512320	77042756	94643600
iv	2748	307112	18354167	17541713	23603625	39244877	41968959	46630917	47541463	46799161	47371604	46520220	47698966	47362381	46777768	46187785	45485770	45999907	46358400	46910839	48645295	46355659	46854291	45641628	45538362	46995024	40853839	43829800	44217318	43790167	43511259	42641445	42678294	45992193	46747793	48437196	53676778	64458346	74758486	91654382
iv	2748	307122	1571230	1547504	1477446	1494991	2086261	2306611	2342825	2278487	2301438	2209166	2278017	2227573	2009548	1988129	2010853	2035289	2017924	2027906	2112120	2044849	2041386	1978841	1966916	2046697	1267696	1350503	1376302	1345055	1343039	1462219	1404800	1488631	1537773	1601664	1735452	1953828	2159101	2682499
iv	2748	307132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16610	0	0	0	0	0	0	0	0	125169	306719
iv	2790	500	127630	476751	564638	485038	389168	745292	373490	165007	199298	192775	208972	380600	-42788	-47382	459402	37632	147241	322125	181806	158701	273062	176237	1255495	7754	-155966	-209619	-317082	-339555	-308209	1329661	1306829	1297461	1473826	587338	496259	670310	651300	2071731
iv	2790	100000	5989903	5926363	5981575	5877102	5542862	6413176	6118790	5981866	5945102	5652835	5643608	5835380	5720675	5762260	6286749	5871385	6381741	6604270	7181335	6763459	6967827	8120414	11251807	8375066	8534074	6935039	7001675	7194069	7006733	8406919	8140792	8554912	8879077	8538548	9035689	10418216	12933459	15729000
iv	2790	101000	4261	4035	3795	3855	3791	3993	3819	3696	3715	3434	3233	5176	5102	5091	5907	6126	6063	6058	6178	6239	6312	6225	6150	6342	6262	6726	6659	6768	6794	6536	5469	5759	5847	20502	7325	8228	8278	0
iv	2790	101100	4261	4035	3795	3855	3791	3993	3819	3696	3715	3434	3233	5176	5102	5091	5907	6126	6063	6058	6178	6239	6312	6225	6150	6342	6262	6726	6659	6768	6794	6536	5469	5759	5847	20502	7325	8228	8278	0
iv	2790	101900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	102000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	103000	22450	123686	522830	568911	271540	536084	492087	660664	321948	536457	610986	1056211	1056065	810973	591372	337153	747793	480229	430195	139272	409824	395315	3229842	321002	452907	304203	72600	801717	640923	2032750	1950859	1139388	813409	815759	877574	1155439	2149394	1794047
iv	2790	103100	2340	5535	150716	551201	250809	474766	432169	482410	237243	490142	556805	882249	986861	612415	267494	101274	33913	86541	16507	23479	34218	118030	124352	32434	137794	17465	18432	532342	474710	517909	857435	480351	490950	564979	521506	768732	1606234	1268336
iv	2790	103200	20110	118151	372114	17710	20731	61318	59918	178254	84705	46315	54181	173962	69204	198558	323878	235879	713880	393688	413688	115793	375606	277285	3105490	288568	315113	286738	54168	269375	166213	1514841	1093424	659037	322459	250780	356068	386707	543160	525711
iv	2790	104000	420	400	385	393	362	404	413	0	0	64475	0	0	0	0	120739	123168	0	0	304324	307695	312741	0	110015	530242	580926	485572	572090	536779	537722	456703	444483	474639	493170	306724	335466	450872	460927	662491
iv	2790	104100	420	400	385	393	362	404	413	0	0	64475	0	0	0	0	120739	123168	0	0	59550	60186	61149	0	110015	530242	580926	485572	572090	536779	537722	456703	444483	474639	493170	306724	335466	450872	460927	662491
iv	2790	104200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	104300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244774	247509	251592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	104400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	105000	54	52	50	50	50	52	53	51	52	52	52	52	52	52	52	51	53	53	55	56	57	56	57	58	58	62	64	63	64	61	59	62	63	64	70	0	0	0
iv	2790	106000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	107000	5841209	5682734	5343764	5041314	5100093	5819927	5556711	5209134	5584967	5017135	4998544	4741456	4512003	4833273	5465905	5341218	5563788	6045071	6365290	6225440	6146426	7613961	7654796	7371989	7367810	6009277	6225040	5721866	5743602	5799272	5560675	6516193	6596536	6663099	7224776	7861966	9363735	11038417
iv	2790	107100	5841209	5682734	5343764	5041314	5100093	5819927	5531190	5209134	5584967	5017135	4998544	4741456	4512003	4833273	5465905	5341218	5563788	6045071	6365290	6225440	6146426	7613961	7654796	7371989	7367810	6009277	6225040	5721866	5743602	5799272	5560675	6516193	6596536	6663099	7224776	7861966	9363735	11038417
iv	2790	107110	4467192	4267744	3881778	4063190	4314493	4798243	4841120	4550184	4820522	4681105	4810280	4699964	4399608	4480633	4454095	4485062	5177970	5560870	5531454	5905884	5879919	5682446	5730609	5808665	5404058	5723794	5749179	5714729	5700764	5513265	5263585	5841250	5858537	5820901	6357634	6743202	7935736	9461123
iv	2790	107120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	107130	1374017	1414990	1461986	978124	785600	1021684	690070	658950	764445	336030	188264	41492	112395	352640	1011810	856156	385818	484201	833836	319556	266507	1931515	1924187	1563324	1963752	285483	475861	7137	42838	10421	30268	0	0	55141	0	133169	303795	199894
iv	2790	107140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275586	266822	674943	737999	787057	867142	985595	1124204	1377400
iv	2790	107900	0	0	0	0	0	0	25521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	108000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	109000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	109100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	109900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	198000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87531	0	0	0	0	0	0
iv	2790	199000	121509	115456	110751	262579	167026	52716	65707	108321	34420	31282	30793	32485	147453	112871	102774	63669	64044	72859	75293	84757	92467	104857	250947	145433	126111	129199	125222	126876	77628	111597	179247	331340	970052	732400	590478	941711	951125	2234045
iv	2790	200000	5862273	5449612	5416937	5392064	5153694	5667884	5745300	5816859	5745804	5460060	5434636	5454780	5763463	5809642	5827347	5833753	6234500	6282145	6999529	6604758	6694765	7944177	9996312	8367312	8690040	7144658	7318757	7533624	7314942	7077258	6833963	7257451	7405251	7951210	8539430	9747906	12282159	13657269
iv	2790	201000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	201100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	201110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	201120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	201130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	201200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	201210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	201220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	201900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	202000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	203000	0	0	0	0	0	0	0	0	0	19993	26939	4461	24516	17136	40892	15427	21015	18682	18109	20194	20394	16935	23123	967	2746	3338	5461	5420	1852	1804	1750	1843	1878	1917	2112	2277	2565	3123
iv	2790	203100	0	0	0	0	0	0	0	0	0	19993	26939	4461	24516	17136	40892	15427	21015	18682	18109	20194	20394	16935	23123	967	2746	3338	5461	5420	1852	1804	1750	1843	1878	1917	2112	2277	2565	3123
iv	2790	203200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	203900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	204000	5100279	4674612	4342545	4392795	4413510	4867635	4941180	4828215	4844010	4679265	4728780	4658475	4837505	4909289	4993450	5060533	5505101	5557695	5760710	5147893	5202420	5077857	8255271	7422106	7322831	6120119	6261470	6200455	6206792	6030309	5839147	6195294	6395371	6801396	7489466	8505628	9684771	11809761
iv	2790	205000	640902	653818	680645	646430	654407	699977	683505	880250	784788	703332	616186	715333	810376	801398	695691	711573	635336	635484	1101992	697065	702939	2097900	1003582	868005	1273942	932902	961948	1229545	1069337	994572	928450	993309	921744	1033490	998496	1212929	2512645	1741403
iv	2790	205100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	205200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	205300	39065	86214	150720	110372	136650	128949	103849	313846	228134	165761	95242	202132	308473	305193	163875	156786	98577	93383	540297	131440	157427	1316518	251440	107282	522343	125479	149631	425405	290216	236486	195310	214467	130569	189725	114803	208523	1367978	339177
iv	2790	205400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37335	52826	54136	54330	56633	57765	44635	17743	17899	593	2057	270	276	273	273	266	258	274	283	302	333	378	431	528
iv	2790	205500	588889	555391	518278	524276	505919	557975	566405	553456	543661	525171	508411	500853	489825	484261	482303	489599	470190	475205	492049	494773	487647	750765	721480	746916	736510	793119	797685	789654	764630	744001	720342	765247	777160	828821	882436	1002979	1144032	1401695
iv	2790	205510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	205520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	205530	588889	555391	518278	524276	505919	557975	566405	553456	543661	525171	508411	500853	489825	484261	482303	489599	470190	475205	492049	494773	487647	750765	721480	746916	736510	793119	797685	789654	764630	744001	720342	765247	777160	828821	882436	1002979	1144032	1401695
iv	2790	205600	12948	12213	11647	11782	11838	13053	13251	12948	12993	12400	12533	12348	12078	11944	12178	12362	12433	12566	13013	13087	13230	12874	12763	13214	13032	14034	14356	14213	14218	13819	12540	13321	13732	14642	924	1049	204	3
iv	2790	205700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	205900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	206000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	207000	56551	68080	331353	334828	54140	50264	53016	51710	44645	40250	30808	30350	29682	29345	29924	30376	30545	30871	64674	722834	737335	717325	678970	39074	38531	41491	42440	34875	34886	31861	30848	32771	33876	36127	39803	0	0	0
iv	2790	208000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	209000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	209100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	209200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	209300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	209400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	209500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	209600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	209700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	209800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	209900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	298000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	299000	64541	53102	62394	18011	31637	50008	67599	56684	72361	17220	31923	46161	61384	52474	67390	15844	42503	39413	54044	16772	31677	34160	35366	37160	51990	46808	47438	63329	2075	18712	33768	34234	52382	78280	9553	27072	82178	102982
iv	2790	307101	313236	300440	292495	293458	291259	304129	309665	297310	304619	302231	306045	302218	302390	304531	300988	219334	217131	218080	116741	172893	185104	182840	555415	573585	239671	256993	263368	261391	262931	252839	245000	257800	1379404	1456200	1603047	1827507	2021229	2457785
iv	2790	307112	313236	300440	292495	293458	291259	304129	309665	297310	304619	302231	306045	302218	302390	304531	300988	219334	217131	218080	116741	172893	185104	182840	555415	573585	239671	256993	263368	261391	262931	252839	245000	257800	1379404	1456200	1603047	1827507	2021229	2457785
iv	2790	307122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	2790	307132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	500	31338	2971494	23963	2659199	109619	3265887	348007	19903	3248842	798649	491637	172596	171714	1041603	3702446	-12804	1320394	2826020	-23879	3262819	3653618	1789836	1810914	5951798	635792	3686465	-121757	4145	-157583	21799	356451	-326376	-550531	-388508	11940	53534	6766	83389
iv	3340	100000	7693469	9819047	6365291	3745140	1051447	4455138	529515	842072	3427771	976358	671780	820536	3290117	3347461	4918648	3260400	11324984	14471171	14200398	13765786	15266996	11843795	11928600	17086454	10596669	14388051	11571096	13945304	16076984	14065830	13836199	11927677	10648348	11248698	12630026	13940425	15648255	19090635
iv	3340	101000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	101100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	101900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	102000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	103000	13094	10264	9448	8901	7626	40880	11191	9183	4516	4935	6544	9780	77162	18619	9458	8226	9673	1158011	7117	6861	8132	19806	575604	8678	9633	10452	13800	8101	13504	370096	9825	10517	10533	15688	658048	728947	643610	739426
iv	3340	103100	1718	1613	1538	1554	1556	35729	363	351	352	341	344	339	332	331	337	354	357	361	475	475	480	480	327	335	408	423	3245	241	325	315	648	1072	1997	4794	5828	244857	93835	114583
iv	3340	103200	11376	8651	7910	7347	6070	5151	10828	8832	4164	4594	6200	9441	76830	18288	9121	7872	9316	1157650	6642	6386	7652	19326	575277	8343	9225	10029	10555	7860	13179	369781	9177	9445	8536	10894	652220	484090	549775	624843
iv	3340	104000	32272	30729	29566	30198	30623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96076	201410	199756	215972	218918	215263	216204	210692	205328	219002	220604	237662	372279	409631	481203	578087
iv	3340	104100	32272	30729	29566	30198	30623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96076	201410	199756	215972	218918	215263	216204	210692	205328	219002	220604	237662	372279	409631	481203	578087
iv	3340	104200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	104300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	104400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	105000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	106000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	107000	7638095	9757783	6296682	3702881	1007930	4409615	514043	827521	3419025	967780	661553	805871	3208096	3322859	4903976	3247037	11300594	13285404	14151437	13743187	15229391	11782128	11241634	16844672	10338146	14140308	11307352	13674107	15821327	13441658	13567525	11677085	10380544	10934803	11575608	12763977	14421620	17675331
iv	3340	107100	7638095	9757783	6296682	3702881	1007930	4409615	514043	827521	3419025	967780	661553	805871	3208096	3322859	4903976	3247037	11300594	13285404	14151437	13743187	15229391	11782128	11241634	16844672	10338146	14140308	11307352	13674107	15821327	13441658	13567525	11677085	10380544	10934803	11575608	12763977	14421620	17675331
iv	3340	107110	220114	211122	205539	206216	204671	213714	181337	174102	178382	176984	179217	176976	141661	142664	141004	139668	143800	144255	113129	115174	116429	115282	116362	118835	79179	84681	86883	86366	87166	82954	40342	42165	42215	43978	48101	52488	0	0
iv	3340	107120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	107130	7417981	9546661	6091143	3496665	803259	4195901	332706	653419	3240643	790796	482336	628895	3066435	3180195	4762972	3107369	11156794	13141149	14038308	13628013	15112962	11666846	11125272	16725837	10258967	14055627	11220469	13587741	15734161	13358704	13527183	11634920	10338329	10890825	11527507	12711489	14421620	17675331
iv	3340	107140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	107900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	108000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	109000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	109100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	109900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	198000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	199000	10008	20271	29595	3160	5268	4643	4281	5368	4230	3643	3683	4885	4859	5983	5214	5137	14717	27756	41844	15738	29473	41861	15286	31694	49134	21319	31026	47833	25949	43384	53521	21073	36667	60545	24091	37870	101822	97791
iv	3340	200000	7662131	6847553	6341328	1085941	941828	1189251	181508	822169	178929	177709	180143	647940	3118403	2305858	1216202	3273204	10004590	11645151	14224277	10502967	11613378	10053959	10117686	11134656	9960877	10701586	11692853	13941159	16234567	14044031	13479748	12254053	11198879	11637206	12618086	13886891	15641489	19007246
iv	3340	201000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	201100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	201110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	201120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	201130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	201200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	201210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	201220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	201900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	202000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	203000	3	5	4	3	2	15	14	13	12	10	10	8	7	10	9	8	156296	18	17	16	14	11	10	9	14	50	50	65	357029	44	41	43	42	41	10	234	418	305
iv	3340	203100	3	5	4	3	2	15	14	13	12	10	10	8	7	10	9	8	156296	18	17	16	14	11	10	9	14	50	50	65	357029	44	41	43	42	41	10	234	418	305
iv	3340	203200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	203900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	204000	7657413	6830627	6314052	1084775	940256	1187241	181337	821820	178382	176984	179218	646845	3118187	2304660	1212712	3270285	9833129	11611170	14185268	10484075	11571312	9996549	10079154	11072008	9922158	10680891	11647718	13873899	15825406	13962915	13438901	12235643	11155154	11567388	12566484	13798368	15579401	18973946
iv	3340	205000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	205100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	205200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	205300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	205400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	205500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	205510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	3340	205520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
